name	category	source	size	speed	ac	attack	ability_scores	special_qualities	starting_stats	advancement	flavor	monster_url	url
Skunk, Giant	Animal	Ultimate Wilderness pg. 181	Medium	30 ft.	+1 natural armor	bite (1d6), 2 claws (1d4)	Str 9, Dex 14, Con 13, Int 2, Wis 12, Cha 9	low-light vision, musk (Fort save or sickened for 1d6 rounds, Con-based DC), scent.	Size Medium; Speed 30 ft.; AC +1 natural armor; Attack bite (1d6), 2 claws (1d4); Ability Scores Str 9, Dex 14, Con 13, Int 2, Wis 12, Cha 9; Special Attacks spray (ranged touch attack, 30-ft. range, musk, usable 1/day); Special Qualities low-light vision, musk (Fort save or sickened for 1d6 rounds, Con-based DC), scent.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d8), 2 claws (1d6); Ability Scores Str +8, Dex -2, Con +4; Special Attacks spray (usable 2/day); Special Qualities musk (Fort save or nauseated for 1d3 rounds).	Its unmistakable black-and-white-striped coloration gives a clear warning sign to any who’ve experienced this foul-smelling creature’s ire.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Skunk	https://aonprd.com/DruidCompanions.aspx?ItemName=Skunk,%20Giant
Slithering Sundew	Animal, Plant	Ultimate Wilderness pg. 183	Medium	20 ft.	+1 natural armor	2 slams (1d4 plus 1d2 acid plus grab)	Str 14, Dex 17, Con 13, Int 1, Wis 12, Cha 6	low-light vision	Size Medium; Speed 20 ft.; AC +1 natural armor; Attack 2 slams (1d4 plus 1d2 acid plus grab); Ability Scores Str 14, Dex 17, Con 13, Int 1, Wis 12, Cha 6; Special Attacks constrict (1d8 acid); Special Qualities low-light vision; CMD can't be tripped.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack 2 slams (1d6 plus 1d3 acid plus grab); Ability Scores Str +6, Dex -2, Con +4; Special Attacks constrict (2d6 acid).	Looking something like a two-headed serpent, this slithering plant strikes with two sticky, constricting slams.		https://aonprd.com/DruidCompanions.aspx?ItemName=Slithering%20Sundew
Slug, Giant	Animal, Vermin	Ultimate Magic pg. 37	Medium	20 ft.	+4 natural armor	tongue (1d4 plus 1 acid)	Str 13, Dex 8, Con 13, Int —, Wis 10, Cha 1	blindsense 30 ft., DR 5/slashing or piercing, susceptible to salt (Bestiary 254)	Size Medium; Speed 20 ft.; AC +4 natural armor; Attack tongue (1d4 plus 1 acid); Ability Scores Str 13, Dex 8, Con 13, Int —, Wis 10, Cha 1; Special Attacks spit acid (ranged touch attack, 30 foot range, 1d6 acid damage); Special Qualities blindsense 30 ft., DR 5/slashing or piercing, susceptible to salt (Bestiary 254); CMD can't be tripped.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack tongue (1d6 plus 1d2 acid); Ability Scores Str +2, Dex -2, Con +2; Special Attacks spit acid (ranged touch attack, 30-foot range, 1d8 acid damage); Special Qualities blindsight 30 ft..	This massive, gray-brown slug leaves a viscous trail of slime in its wake as a long rasping tongue tastes the air for prey.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Slug	https://aonprd.com/DruidCompanions.aspx?ItemName=Slug,%20Giant
Snake, Constrictor	Animal	PRPG Core Rulebook pg. 54	Medium	20 ft., climb 20 ft., swim 20 ft.	+2 natural armor	bite (1d3)	Str 15, Dex 17, Con 13, Int 1, Wis 12, Cha 2	low-light vision, scent.	Size Medium; Speed 20 ft., climb 20 ft., swim 20 ft.; AC +2 natural armor; Attack bite (1d3); Ability Scores Str 15, Dex 17, Con 13, Int 1, Wis 12, Cha 2; Special Attacks grab; Special Qualities low-light vision, scent.	4th-Level Advancement: Size Large; AC +1 natural armor; Attack bite (1d4); Ability Scores Str +8, Dex -2, Con +4; Special Attacks constrict 1d4.	This large snake has a thick, muscular body and dull green scales decorated with dirty brown stripes.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Constrictor%20Snake	https://aonprd.com/DruidCompanions.aspx?ItemName=Snake,%20Constrictor
Snake, Viper	Animal	PRPG Core Rulebook pg. 54	Small	20 ft., climb 20 ft., swim 20 ft.	+2 natural armor	bite (1d3 plus poison)	Str 8, Dex 17, Con 11, Int 1, Wis 12, Cha 2	low-light vision, scent.	Size Small; Speed 20 ft., climb 20 ft., swim 20 ft.; AC +2 natural armor; Attack bite (1d3 plus poison); Ability Scores Str 8, Dex 17, Con 11, Int 1, Wis 12, Cha 2; Special Attacks poison (Frequency 1 round (6), Effect 1 Con damage, Cure 1 save, Con-based DC); Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; Attack bite (1d4 plus poison); Ability Scores Str +4, Dex -2, Con +2.	This brightly colored snake assumes an aggressive posture, its hissing mouth open to display its fangs.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Venomous%20Snake	https://aonprd.com/DruidCompanions.aspx?ItemName=Snake,%20Viper
Snapping Flytrap	Animal, Plant	Ultimate Wilderness pg. 183	Medium	20 ft.	+2 natural armor	2 bites (1d4 plus grab)	Str 12, Dex 15, Con 14, Int 1, Wis 12, Cha 5	low-light vision	Size Medium; Speed 20 ft.; AC +2 natural armor; Attack 2 bites (1d4 plus grab); Ability Scores Str 12, Dex 15, Con 14, Int 1, Wis 12, Cha 5; Special Qualities low-light vision; CMD can't be tripped.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack 3 bites (1d6 plus grab); Ability Scores Str +8, Dex -2, Con +4.	This mobile flytrap features two spiky jaws and scuttles about on a tangle of roots.		https://aonprd.com/DruidCompanions.aspx?ItemName=Snapping%20Flytrap
Sniper Cactus	Animal, Plant	Ultimate Wilderness pg. 184	Small	20 ft.	+2 natural armor	gore (1d4) or thorn* (ranged attack, 60-foot range, 1d8 piercing damage)	Str 10, Dex 13, Con 14, Int 1, Wis 13, Cha 6	low-light vision	Size Small; Speed 20 ft.; AC +2 natural armor; Attack gore (1d4) or thorn* (ranged attack, 60-foot range, 1d8 piercing damage); Ability Scores Str 10, Dex 13, Con 14, Int 1, Wis 13, Cha 6; Special Qualities low-light vision; CMD +2 vs. trip.	4th-Level Advancement: Size Medium; AC +2 natural armor; Attack gore (1d6) or 2 thorns* (ranged attack, 60-foot range, 2d6 piercing damage); Ability Scores Dex +2, Con +2<br>* This attack gains no bonus from this creature's Strength score on damage rolls.	This single-stalked cactus sports dozens of long, thin needles. Capable of crawling on three stalklike roots, the sniper cactus can fire its thorns with deadly accuracy.		https://aonprd.com/DruidCompanions.aspx?ItemName=Sniper%20Cactus
Solifugid, Giant	Animal, Vermin	Ultimate Wilderness pg. 185	Small	50 ft., climb 30 ft.	+1 natural armor	bite (1d6), 2 claws (1d3)	Str 12, Dex 15, Con 15, Int —, Wis 11, Cha 2	darkvision 60 ft.	Size Small; Speed 50 ft., climb 30 ft.; AC +1 natural armor; Attack bite (1d6), 2 claws (1d3); Ability Scores Str 12, Dex 15, Con 15, Int —, Wis 11, Cha 2; Special Qualities darkvision 60 ft.; CMD +12 vs. trip.	4th-Level Advancement: Size Medium; AC +3 natural armor; Attack bite (1d8), 2 claws (1d4); Ability Scores Str +4, Dex -2, Con +2; Special Attacks pounce, rend (2 claws; 1d4).	This vermin’s double set of vertical mandibles make this giant solifugid a particularly ferocious-looking companion. Its speed allows it to strike at its enemies from cover without them knowing what happened.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Solifugid	https://aonprd.com/DruidCompanions.aspx?ItemName=Solifugid,%20Giant
Sorico	Animal	Pathfinder #85: Fires of Creation pg. 83	Small	30 ft., burrow 10 ft.		bite (1d4), 2 claws (1d4)	Str 10, Dex 13, Con 15, Int 2, Wis 14, Cha 7	low-light vision, scent.	Size Small; Speed 30 ft., burrow 10 ft.; Attack bite (1d4), 2 claws (1d4); Ability Scores Str 10, Dex 13, Con 15, Int 2, Wis 14, Cha 7; Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; AC +2 natural armor; Attack bite (1d6), 2 claws (1d6); Ability Scores Str +4, Dex +2, Con +2; Special Attacks dust cloud.	This large, tawny rodent has powerful forelimbs ending in spade-like claws. Sand and mud cakes the creature’s fur.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Sorico	https://aonprd.com/DruidCompanions.aspx?ItemName=Sorico
Spider, Giant	Animal, Vermin	Ultimate Magic pg. 37	Small	30 ft., climb 30 ft.	+0 natural armor	bite (1d4 plus poison)	Str 6, Dex 17, Con 10, Int —, Wis 10, Cha 2	darkvision, tremorsense 30 ft.	Size Small; Speed 30 ft., climb 30 ft.; AC +0 natural armor; Attack bite (1d4 plus poison); Ability Scores Str 6, Dex 17, Con 10, Int —, Wis 10, Cha 2; Special Attacks poison (frequency 1 round [4], effect 1 Str damage, cure 1 save, Con-based DC); Special Qualities darkvision, tremorsense 30 ft.; CMD +12 vs. trip.	4th-Level Advancement: Size Medium; AC +1 natural armor; Attack bite (1d6 plus poison); Ability Scores Str +4, Dex -2, Con +2.	A spider the size of a man crawls silently from the depths of its funnel-shaped web.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Spider	https://aonprd.com/DruidCompanions.aspx?ItemName=Spider,%20Giant
Spider, Web Tyrant	Animal, Vermin	Ultimate Wilderness pg. 185	Small	30 ft, climb 30 ft.	+1 natural armor	bite (1d4)	Str 10, Dex 17, Con 10, Int —, Wis 10, Cha 2	darkvision 60 ft	Size Small; Speed 30 ft, climb 30 ft.; AC +1 natural armor; Attack bite (1d4); Ability Scores Str 10, Dex 17, Con 10, Int —, Wis 10, Cha 2; Special Attacks web; Special Qualities darkvision 60 ft; CMD +12 vs. trip.	4th-Level Advancement: Size Medium; AC +1 natural armor; Attack bite (1d6); Ability Scores Str +4, Dex -2, Con +2.	The web tyrant spider’s bright coloration and long legs make for a stunning but unnerving companion.		https://aonprd.com/DruidCompanions.aspx?ItemName=Spider,%20Web%20Tyrant
Spitting Cobra	Animal	Ultimate Wilderness pg. 182	Small	20 ft., climb 20 ft.	+2 natural armor	bite (1d3)	Str 8, Dex 15, Con 11, Int 1, Wis 12, Cha 2	low-light vision, scent.	Size Small; Speed 20 ft., climb 20 ft.; AC +2 natural armor; Attack bite (1d3); Ability Scores Str 8, Dex 15, Con 11, Int 1, Wis 12, Cha 2; Special Attacks poison (frequency 1 round [6]; effect blurred vision [20% miss chance] 1 round; cure 1 save; Con-based DC), spit (ranged touch attack, 10-foot range, poison, usable every 2d4 rounds); Special Qualities low-light vision, scent.	7th-Level Advancement: Ability Scores Dex +2, Con +2; Special Attacks poision (frequency 1 round [6]; effect blindness 1 round; cure 1 save; Con-based DC).	This brightly colored snake can spit its venom, giving it a dangerous ranged attack.		https://aonprd.com/DruidCompanions.aspx?ItemName=Spitting%20Cobra
Squid	Animal	Pathfinder RPG Bestiary pg. 259	Medium	swim 60 ft., jet 240 ft.	+1 natural armor	tentacles (1d4 plus grab), bite (1d3)	Str 14, Dex 15, Con 11, Int 2, Wis 12, Cha 2	low-light vision, ink cloud.	Size Medium; Speed swim 60 ft., jet 240 ft.; AC +1 natural armor; Attack tentacles (1d4 plus grab), bite (1d3); Ability Scores Str 14, Dex 15, Con 11, Int 2, Wis 12, Cha 2; Special Qualities low-light vision, ink cloud.	4th-Level Advancement: Ability Scores Str +2, Con +2.	This slender red squid darts through the water with alacrity. Two large eyes stare from above the creature’s tentacles.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Squid	https://aonprd.com/DruidCompanions.aspx?ItemName=Squid
Squid, Giant	Animal	Ultimate Wilderness pg. 182	Medium	swim 40 ft., jet 90 ft.	+1 natural armor	bite (1d6), tentacles (1d4 plus grab)	Str 12, Dex 15, Con 13, Int 2, Wis 12, Cha 3	aquatic, low-light vision.	Size Medium; Speed swim 40 ft., jet 90 ft.; AC +1 natural armor; Attack bite (1d6), tentacles (1d4 plus grab); Ability Scores Str 12, Dex 15, Con 13, Int 2, Wis 12, Cha 3; Special Qualities aquatic, low-light vision.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d8), tentacles (1d6 plus grab); Ability Scores Str +8, Dex -2, Con +4; Special Attacks constrict (1d6); Special Qualities ink cloud (20-ft. radius; Bestiary 259).	Although this creature isn’t nearly the size of a true giant squid, it remains large enough to do serious damage to foes with its many tentacles.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Squid	https://aonprd.com/DruidCompanions.aspx?ItemName=Squid,%20Giant
Stag	Animal	Bestiary 4 pg. 311	Small	missing speed from book		gore (1d4)	Str 10, Dex 19, Con 14, Int 2, Wis 15, Cha 8	low-light vision, scent.	Size Small; Speed missing speed from book; Attack gore (1d4); Ability Scores Str 10, Dex 19, Con 14, Int 2, Wis 15, Cha 8; Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; Attack gore (1d6), 2 hooves (1d4); Ability Scores Str +2, Dex -2, Con +2.	Majestic and graceful, this powerful animal has branching antlers atop it head.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Stag	https://aonprd.com/DruidCompanions.aspx?ItemName=Stag
Stingray	Animal	Bestiary 2 pg. 232	Small	swim 40 ft.		sting (1d3 plus poison)	Str 6, Dex 15, Con 13, Int 1, Wis 13, Cha 2	low-light vision.	Size Small; Speed swim 40 ft.; Attack sting (1d3 plus poison); Ability Scores Str 6, Dex 15, Con 13, Int 1, Wis 13, Cha 2; Special Qualities low-light vision.	4th-Level Advancement: Size Medium; AC +1 natural armor; Attack sting (1d4 plus poison); Ability Scores Str +4, Dex -2, Con +2; Special Qualities blindsense 30 ft..	A long tail fitted with a barbed stinger trails from this flat, triangular fish’s body.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Stingray	https://aonprd.com/DruidCompanions.aspx?ItemName=Stingray
Swan, Trumpeter	Animal	Bestiary 4 pg. 311	Small	10 ft., fly 80 ft. (average)		bite (1d4), 2 wings (1d3)	Str 10, Dex 15, Con 12, Int 2, Wis 12, Cha 5	low-light vision.	Size Small; Speed 10 ft., fly 80 ft. (average); Attack bite (1d4), 2 wings (1d3); Ability Scores Str 10, Dex 15, Con 12, Int 2, Wis 12, Cha 5; Special Qualities low-light vision.	4th-Level Advancement: Ability Scores Str +2, Con +2.	This large waterfowl has a wide wingspan, all-white feathers, a black bill, and a long, curving neck.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Trumpeter%20Swan	https://aonprd.com/DruidCompanions.aspx?ItemName=Swan,%20Trumpeter
Switchback Jackal	Animal	Pathfinder #115: Trail of the Hunted pg. 83	Small	40 ft.	+1 natural armor	bite (1d4), 2 claws (1d3)	Str 11, Dex 13, Con 14, Int 2, Wis 13, Cha 6	low-light vision, problem solver, scent.	Size Small; Speed 40 ft.; AC +1 natural armor; Attack bite (1d4), 2 claws (1d3); Ability Scores Str 11, Dex 13, Con 14, Int 2, Wis 13, Cha 6; Special Qualities low-light vision, problem solver, scent.	4th-Level Advancement: Ability Scores Dex +4, Con +2, Wis +2; Bonus Feat(s) Overwhelm.	Resembling a small, half-starved wolf, this canine stares with deep intensity and undeniable hunger.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Switchback%20Jackal	https://aonprd.com/DruidCompanions.aspx?ItemName=Switchback%20Jackal
Termite, Giant	Animal, Vermin	Ultimate Wilderness pg. 185	Small	30 ft., climb 30 ft.	+2 natural armor	bite (1d6)	Str 12, Dex 11, Con 12, Int —, Wis 12, Cha 7	darkvision 60 ft.	Size Small; Speed 30 ft., climb 30 ft.; AC +2 natural armor; Attack bite (1d6); Ability Scores Str 12, Dex 11, Con 12, Int —, Wis 12, Cha 7; Special Attacks swarming (two giant termites can share the same space, and if they both attack the same target, they are considered to be flanking that foe); Special Qualities darkvision 60 ft.; CMD +8 vs. trip.	4th-Level Advancement: Size Medium; AC +3 natural armor; Attack bite (1d8 plus 1d6 acid); Ability Scores Str +4, Dex -2, Con +2; Special Attacks gnaw (bite attack ignores hardness of 5 or less).	The giant termite has a set of large powerful mandibles, and it is particularly effective when fighting alongside other termite companions.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Termite	https://aonprd.com/DruidCompanions.aspx?ItemName=Termite,%20Giant
Therizinosaurus	Animal	Bestiary 5 pg. 313	Medium	30 ft.	+4 natural armor	2 claws (1d6)	Str 12, Dex 18, Con 10, Int 2, Wis 15, Cha 11	low-light vision, scent, sprint.	Size Medium; Speed 30 ft.; AC +4 natural armor; Attack 2 claws (1d6); Ability Scores Str 12, Dex 18, Con 10, Int 2, Wis 15, Cha 11; Special Qualities low-light vision, scent, sprint.	7th-Level Advancement: Size Large; AC +3 natural armor; Attack 2 claws (1d8); Ability Scores Str +8, Dex -2, Con +4; Special Attacks bleed (1d6), sweeping strike.	This feathered bipedal saurian looks somewhat comical—save for its outlandish sword-sized claws.		https://aonprd.com/DruidCompanions.aspx?ItemName=Therizinosaurus
Thylacine	Animal	Bestiary 3 pg. 312	Small	30 ft.		bite (1d4)	Str 12, Dex 15, Con 16, Int 2, Wis 13, Cha 7	low-light vision.	Size Small; Speed 30 ft.; Attack bite (1d4); Ability Scores Str 12, Dex 15, Con 16, Int 2, Wis 13, Cha 7; Special Attacks powerful jaws; Special Qualities low-light vision.	4th-Level Advancement: Size Medium; AC +2 natural armor; Attack bite (1d6); Ability Scores Str +4, Dex -2, Con +4.	This odd creature is about the size of a dog, but it has the slender build of a cat, heavy whiskers, and dark stripes down its back. Its long tail flips about, smacking the ground as it scans the woods. It yips and bays in a complex pattern, offering warning to anything that may cross its path.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Thylacine	https://aonprd.com/DruidCompanions.aspx?ItemName=Thylacine
Titanoboa	Animal	Bestiary 6 pg. 312	Medium	30 ft., climb 30 ft., swim 30 ft.	+4 natural armor	bite (1d4)	Str 15, Dex 15, Con 11, Int 2, Wis 17, Cha 8	low-light vision, scent.	Size Medium; Speed 30 ft., climb 30 ft., swim 30 ft.; AC +4 natural armor; Attack bite (1d4); Ability Scores Str 15, Dex 15, Con 11, Int 2, Wis 17, Cha 8; Special Qualities low-light vision, scent.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d6); Ability Scores Str +8, Dex -2, Con +4; Special Qualities constrict (1d6), grab.	This immense serpent moves in deliberate, slithering undulations, its forked tongue tasting the air eagerly for the scent of prey.		https://aonprd.com/DruidCompanions.aspx?ItemName=Titanoboa
Tortoise, Giant	Animal	Bestiary 4 pg. 311	Medium	10 ft.	+6 natural armor	bite (1d4)	Str 14, Dex 8, Con 16, Int 2, Wis 13, Cha 9	low-light vision.	Size Medium; Speed 10 ft.; AC +6 natural armor; Attack bite (1d4); Ability Scores Str 14, Dex 8, Con 16, Int 2, Wis 13, Cha 9; Special Qualities low-light vision.	7th-Level Advancement: Size Large; AC +8 natural armor; Attack bite (1d6); Ability Scores Str +4, Dex -2, Con +2; Special Qualities Great Fortitude (Bonus Feat).	This tortoise is half the height of a human, and has a domed shell, leathery skin, and a long neck.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Tortoise	https://aonprd.com/DruidCompanions.aspx?ItemName=Tortoise,%20Giant
Troodon	Animal	Bestiary 5 pg. 313	Small	40 ft.		bite (1d4), 2 claws (1d3)	Str 7, Dex 17, Con 10, Int 2, Wis 14, Cha 13	easily trained, low-light vision, scent.	Size Small; Speed 40 ft.; Attack bite (1d4), 2 claws (1d3); Ability Scores Str 7, Dex 17, Con 10, Int 2, Wis 14, Cha 13; Special Qualities easily trained, low-light vision, scent.	4th-Level Advancement: Size Medium; AC +1 natural armor; Attack bite (1d6), 2 claws (1d4); Ability Scores Str +4, Dex +4, Con +4.	This small, slender-necked dinosaur’s bright, inquisitive eyes seem to miss nothing.		https://aonprd.com/DruidCompanions.aspx?ItemName=Troodon
Turtle, Giant Snapping	Animal	Bestiary 2 pg. 273	Medium	20 ft., swim 20 ft.	+10 natural armor	bite (1d6)	Str 8, Dex 10, Con 9, Int 1, Wis 13, Cha 6	low-light vision, hold breath, scent.	Size Medium; Speed 20 ft., swim 20 ft.; AC +10 natural armor; Attack bite (1d6); Ability Scores Str 8, Dex 10, Con 9, Int 1, Wis 13, Cha 6; Special Qualities low-light vision, hold breath, scent.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d8); Ability Scores Str +8, Dex -2, Con +4; Special Attacks grab.	This lumbering turtle is the size of a house; its head features powerful, razor-sharp beak.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Snapping%20Turtle	https://aonprd.com/DruidCompanions.aspx?ItemName=Turtle,%20Giant%20Snapping
Uintatherium	Animal	Bestiary 5 pg. 313	Medium	30 ft.	+4 natural armor	bite (1d8)	Str 14, Dex 12, Con 17, Int 1, Wis 13, Cha 3	scent.	Size Medium; Speed 30 ft.; AC +4 natural armor; Attack bite (1d8); Ability Scores Str 14, Dex 12, Con 17, Int 1, Wis 13, Cha 3; Special Qualities scent.	7th-Level Advancement: Size Large; AC +3 natural armor; Attack bite (2d6); Ability Scores Str +8, Dex -2, Con +4.	This large creature is built like a rhinoceros, but with fangs like a saber-toothed tiger and smaller hornlike ridges.		https://aonprd.com/DruidCompanions.aspx?ItemName=Uintatherium
Vulture, Giant	Animal	Bestiary 3 pg. 312	Medium	10 ft., fly 50 ft. (average)	+2 natural armor	bite (1d8)	Str 12, Dex 15, Con 14, Int 2, Wis 15, Cha 7	low-light vision, +4 on saves vs. disease.	Size Medium; Speed 10 ft., fly 50 ft. (average); AC +2 natural armor; Attack bite (1d8); Ability Scores Str 12, Dex 15, Con 14, Int 2, Wis 15, Cha 7; Special Qualities low-light vision, +4 on saves vs. disease.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (2d6); Ability Scores Str +8, Dex -2, Con +4.	A wickedly hooked beak and an immense bald head draw attention from this enormous scavenger’s vast wingspan.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Vulture	https://aonprd.com/DruidCompanions.aspx?ItemName=Vulture,%20Giant
Walrus	Animal	Bestiary 4 pg. 311	Medium	10 ft., swim 40 ft.	+4 natural armor	bite (1d6)	Str 12, Dex 13, Con 14, Int 2, Wis 13, Cha 6	hold breath, low-light vision.	Size Medium; Speed 10 ft., swim 40 ft.; AC +4 natural armor; Attack bite (1d6); Ability Scores Str 12, Dex 13, Con 14, Int 2, Wis 13, Cha 6; Special Qualities hold breath, low-light vision.	7th-Level Advancement: Size Large; AC +4 natural armor; Attack bite (1d8); Ability Scores Str +8, Dex -2, Con +4.	This bulky, thick-skinned, flippered creature has on its face two enormous tusks and what looks like a coarse mustache.		https://aonprd.com/DruidCompanions.aspx?ItemName=Walrus
Warcat of Rull	Animal	Belkzen, Hold of the Orc Hordes pg. 55	Medium	40 ft.	+4 natural armor	bite (1d6), 2 claws (1d4)	Str 15, Dex 15, Con 14, Int 2, Wis 11, Cha 5	low-light vision, scent.	Size Medium; Speed 40 ft.; AC +4 natural armor; Attack bite (1d6), 2 claws (1d4); Ability Scores Str 15, Dex 15, Con 14, Int 2, Wis 11, Cha 5; Special Attacks rake (1d4); Special Qualities low-light vision, scent.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d8), 2 claws (1d6); Ability Scores Str +8, Dex -2, Con +4; Special Attacks grab, pounce, rake (1d6).	This massive catlike creature has the lithe grace of a feline despite a shell-like armor of segmented plates.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Warcat%20of%20Rull	https://aonprd.com/DruidCompanions.aspx?ItemName=Warcat%20of%20Rull
Wasp, Giant	Animal, Vermin	Ultimate Magic pg. 37	Medium	20 ft., fly 60 ft. (good)	+2 natural armor	sting (1d6 plus poison)	Str 10, Dex 14, Con 11, Int —, Wis 13, Cha 4	darkvision	Size Medium; Speed 20 ft., fly 60 ft. (good); AC +2 natural armor; Attack sting (1d6 plus poison); Ability Scores Str 10, Dex 14, Con 11, Int —, Wis 13, Cha 4; Special Attacks poison (frequency 1 round [6], effect 1 Dex damage, cure 1 save, Con-based DC); Special Qualities darkvision; CMD +8 vs. trip.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack sting (1d8 plus poison); Ability Scores Str +8, Dex -2, Con +4.	This horse-sized wasp is covered in yellow and black vertical stripes—its stinger is the size of a sword and drips with venom.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Wasp	https://aonprd.com/DruidCompanions.aspx?ItemName=Wasp,%20Giant
Weasel, Giant	Animal	Bestiary 4 pg. 311	Small	30 ft., climb 10 ft.	+1 natural armor	bite (1d4)	Str 10, Dex 19, Con 13, Int 2, Wis 12, Cha 10	low-light vision, scent.	Size Small; Speed 30 ft., climb 10 ft.; AC +1 natural armor; Attack bite (1d4); Ability Scores Str 10, Dex 19, Con 13, Int 2, Wis 12, Cha 10; Special Attacks blood drain (1 Con), grab; Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; Attack bite (1d6); Ability Scores Str +4, Dex -2, Con +2.	This massive weasel moves smoothly across the ground, almost slithering like a snake, before pouncing with teeth bared.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Weasel	https://aonprd.com/DruidCompanions.aspx?ItemName=Weasel,%20Giant
Whiptail Centipede, Giant	Animal, Vermin	Ultimate Wilderness pg. 185	Medium	40 ft., climb 40 ft.	+3 natural armor	bite (1d6 plus poison)	Str 9, Dex 13, Con 13, Int —, Wis 10, Cha 2	darkvision 60 ft.	Size Medium; Speed 40 ft., climb 40 ft.; AC +3 natural armor; Attack bite (1d6 plus poison); Ability Scores Str 9, Dex 13, Con 13, Int —, Wis 10, Cha 2; Special Attacks poison (frequency 1 round [4]; effect 1d2 Dex damage; cure 1 save; Con-based DC); Special Qualities darkvision 60 ft.; CMD can't be tripped.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d8 plus poison), tail slap* (1d2 nonlethal plus trip); Ability Scores Str +8, Dex -2, Con +4.<br>* This attack gains no bonus from the creature's Strength score on damage rolls.	The long thin tendrils that lash out from this centipede’s tail can trip foes with surprising ease.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Whiptail%20Centipede	https://aonprd.com/DruidCompanions.aspx?ItemName=Whiptail%20Centipede,%20Giant
Whisperfall Vulture	Animal	Belkzen, Hold of the Orc Hordes pg. 55	Small	10 ft., fly 60 ft. (average)	+1 natural armor	bite (1d6)	Str 12, Dex 15, Con 12, Int 2, Wis 13, Cha 7	low-light vision.	Size Small; Speed 10 ft., fly 60 ft. (average); AC +1 natural armor; Attack bite (1d6); Ability Scores Str 12, Dex 15, Con 12, Int 2, Wis 13, Cha 7; Special Qualities low-light vision.	4th-Level Advancement: Ability Scores Str +2, Con +2.	This dark-winged vulture has a wickedly hooked beak stained with bright red blood.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Whisperfall%20Vulture	https://aonprd.com/DruidCompanions.aspx?ItemName=Whisperfall%20Vulture
Wolf	Animal	PRPG Core Rulebook pg. 54	Medium	50 ft.	+2 natural armor	bite (1d6 plus trip)	Str 13, Dex 15, Con 15, Int 2, Wis 12, Cha 6	low-light vision, scent.	Size Medium; Speed 50 ft.; AC +2 natural armor; Attack bite (1d6 plus trip); Ability Scores Str 13, Dex 15, Con 15, Int 2, Wis 12, Cha 6; Special Qualities low-light vision, scent.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d8 plus trip); Ability Scores Str +8, Dex -2, Con +4.	This powerful canine watches its prey with piercing yellow eyes, darting its tongue across sharp white teeth.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Wolf	https://aonprd.com/DruidCompanions.aspx?ItemName=Wolf
