archetype	class	feature	type	level	replaces	text	source	url
Soul Shepherd	Monk (Unchained)	Spirit Sense	Su	12	the ki power gained at 12th level	At 12th level, a soul shepherd can spend 1 point from his ki pool as a swift action to grant himself the ability to notice, locate, and distinguish between living and undead creatures within 30 feet, just as if he had a psychopomp's spiritsense ability for a number of rounds equal to his Wisdom modifier (minimum 1).<br>This replaces the ki power gained at 12th level.	Pathfinder #139: The Dead Road pg. 65	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Soul%20Shepherd
Soul Shepherd	Monk (Unchained)	Yamaraj's Judgment	Sp	16	the ki power gained at 16th level	At 16th level, a soul shepherd can spend 1 point from his ki pool as a standard action to attempt to free an enslaved soul from an effect that is imprisoning it, such as soul bind or trap the soul. This functions as a targeted dispel magic spell with a caster level equal to the soul shepherd's level. He can spend an additional ki point when he activates this ability to gain a +4 bonus on the caster level check. If the soul is held prisoner by a creature or a non-spell effect, the soul shepherd frees it if his caster level check result is at least 11 + the creature or effect's CR.<br>This replaces the ki power gained at 16th level.	Pathfinder #139: The Dead Road pg. 65	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Soul%20Shepherd
Windstep Master	Monk (Unchained)	Hurricane Punch	Ex	1	stunning fist	At 1st level, a windstep master gains Hurricane Punch (see page 19) as a bonus feat, even if he does not meet the prerequisites. While using this feat, he doesn’t provoke an attack of opportunity, even if he doesn’t have the Improved Bull Rush feat.<br>At 4th level, while using the Hurricane Punch feat, the windstep master can bull rush a target up to two size categories larger. At 12th level, the windstep master’s target can be up to three size categories larger. At 20th level, the target can be of any size category.<br>At 8th level, when the windstep master uses the Hurricane Punch feat to successfully bull rush a creature, he can push the creature back an additional 5 feet. At 16th level, he can push the creature back an additional 10 feet.<br>This ability replaces stunning fist.	Elemental Master's Handbook pg. 17	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Windstep%20Master
Windstep Master	Monk (Unchained)	Wind Step	Su	4	the ki power gained at 4th level	At 4th level, the windstep master’s steps become supernaturally light. As a move action, he can use air walk (as per the spell) up to a distance equal to his fast movement bonus. He must reach a solid, level surface able to support his weight by the end of his turn or he falls.<br>This ability replaces the ki power gained at 4th level.	Elemental Master's Handbook pg. 17	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Windstep%20Master
Windstep Master	Monk (Unchained)	Swift Ki	Su	4	ki pool	At 4th level, the windstep master can spend 1 point from his ki pool as a swift action to sustain his wind step for 1 minute. During this time, the windstep master can remain airborne even if he doesn’t reach a solid surface. He can also spend 1 point from his ki pool as a swift action to increase his wind step distance by 20 feet for 1 round. The windstep master does not gain the ability to spend ki to increase his base speed by 20 feet for 1 round.<br>This ability alters ki pool.	Elemental Master's Handbook pg. 17	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Windstep%20Master
Black Asp	Monk	Black Asp’s Path	Ex	3	stunning fist and still mind	A black asp is trained in the use of poison and cannot accidentally poison himself when applying poison to a weapon or when rolling a natural 1 on an attack roll with a poisoned weapon. At 3rd level, the black asp’s ability to use poison improves. He gains Adder StrikeUC as a bonus feat even if he does not meet the prerequisites.<br>This ability replaces stunning fist and still mind.	Ultimate Intrigue pg. 67	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Black%20Asp
Black Asp	Monk	Forbidden Powers	Su		the monk class ability the black asp gives up for the chosen forbidden ki power	A black asp can select a forbidden ki power in place of any of the following monk class abilities: slow fall (4th), high jump (5th), wholeness of body (7th), diamond body (11th), abundant step (12th), diamond soul (13th), quivering palm (15th), tongue of the sun and moon (17th), and empty body (19th). If he chooses to do so, he replaces the monk class ability the black asp gives up for the chosen forbidden ki power. The black asp can select any of the following forbidden ki powers.<br>Black Asp Venom (Su): As a swift action, a black asp with this ki power can poison his unarmed strike or a weapon in his hand. The poison lasts for 1 minute or until expended. A creature damaged by the poisoned weapon is affected as per the poison spell. The save DC is equal to 10 + 1/2 the black asp’s monk level + his Wisdom modifier. Each use of this ability costs 2 ki points. A black asp must be at least 12th level before selecting this ki power.<br>Empty Mind (Sp): A black asp with this ki power can choose to lower the number of ki points in his ki pool by 3 when he recovers his ki points for the day. If he does so, he gains the benefits of mind blank for 24 hours. A black asp must be at least 16th level and possess the greater hidden magic ki power before selecting this ki power.<br>Greater Hidden Magic (Sp): As long as he has at least 1 point in his ki pool, all of the black asp’s items are constantly under the effects of magic aura. As an immediate action, he can spend 2 ki points to cause himself and any magic items he is carrying to appear to be nonmagical (as if he had cast greater magic aura) for 1 hour per monk level. A black asp must be at least 8th level and possess the hidden magic ki power before selecting this ki power.<br>Hidden Magic (Sp): As an immediate action, the black asp can spend 1 ki point to hide the auras of all magic items he is carrying (as if they were all under magic aura) for 1 hour per monk level.<br>Shifting Form (Su): As an immediate action, a black asp can spend 1 ki point to make his outline shift and waver for 1 round. This ability otherwise functions as per the spell blur.	Ultimate Intrigue pg. 67	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Black%20Asp
Brazen Disciple	Monk	Class Skills			the monk’s class skills	A brazen disciple gains Bluff (Cha), Disguise (Cha), and Knowledge (planes) (Int) as class skills but loses Knowledge (religion), Ride, and Swim.<br>This alters the monk’s class skills.	Adventurer's Guide pg. 104	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brazen%20Disciple
Brazen Disciple	Monk	Feinting Flurry	Ex	6	the monk’s bonus feats at 1st level and at 6th level	When using flurry of blows to make melee attacks, a brazen disciple can forgo his first attack to attempt a Bluff check to feint. At 6th level, when a brazen disciple successfully feints, his opponent is denied its Dexterity bonus to AC until the end of the monk’s turn.<br>This ability replaces the monk’s bonus feats at 1st level and at 6th level.	Adventurer's Guide pg. 104	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brazen%20Disciple
Brazen Disciple	Monk	Bonus Feats		6	the monk’s bonus feats	At 2nd, 10th, 14th, and 18th levels, a brazen disciple can select a bonus feat. These feats must be chosen from the following list: Catch Off-Guard, Combat Reflexes, Deceitful, Dodge, Elemental FistAPG, and Improved Initiative. At 6th level, the brazen disciple can also choose from the following feats: Efreeti StyleUC, Improved Dirty TrickAPG, Improved Disarm, Improved StealAPG, Improved Trip, and Mobility. At 10th level, the brazen disciple can also choose from the following feats: Efreeti StanceUC, Efreeti TouchUC, Improved Critical, and Spring Attack. He need not meet the prerequisites normally required for these feats to select them.<br>This ability alters the monk’s bonus feats.	Adventurer's Guide pg. 104	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brazen%20Disciple
Brazen Disciple	Monk	Efreeti’s Guile	Ex	3	still mind	At 3rd level, a brazen disciple can add his Wisdom modifier on Bluff and Disguise checks instead of his Charisma modifier.<br>This ability replaces still mind.	Adventurer's Guide pg. 104	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brazen%20Disciple
Brazen Disciple	Monk	Confounding Koan	Sp	12	abundant step	At 12th level, a brazen disciple can spend 2 ki points as a standard action to confuse a target within 30 feet with a riddle or paradox. This ability functions as per confusion, except that it is language-dependent. The DC is equal to 10 + half the monk’s class level + his Wisdom modifier, and the caster level is equal to his class level.<br>This ability replaces abundant step.	Adventurer's Guide pg. 104	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brazen%20Disciple
Brazen Disciple	Monk	Genie Apotheosis		20	perfect self	At 20th level, a brazen disciple is treated as a native outsider with the fire subtype rather than as a humanoid (or whatever the monk’s creature type was) for the purpose of spells and magical effects. He has immunity to fire and vulnerability to cold. Once per day, the brazen disciple can grant a limited wish (as per the spell limited wish) to a non-outsider as a spell-like ability (CL 20th).<br>This ability replaces perfect self.	Adventurer's Guide pg. 104	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brazen%20Disciple
Disciple of Wholeness	Monk	Healing Ki	Su	4	ki pool	At 4th level, a disciple of wholeness can touch a creature as a swift action and spend 1 point from her ki pool to restore a number of hit points equal to 1d4 + 1/2 her monk level to that creature. If she has the wholeness of body class feature, she can spend 2 points to restore a number of hit points equal to 1d8 + her monk level to a touched creature. She does not gain the ability to spend ki to gain an extra attack during a flurry of blows.<br>This ability alters ki pool.	Healer's Handbook pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Disciple%20of%20Wholeness
Disciple of Wholeness	Monk	Hone Body	Su	5	purity of body	At 5th level, a disciple of wholeness has immunity to supernatural and magical diseases as long as she is undamaged (she loses this immunity when she has hit point or ability score damage). In addition, she can always touch a creature as a swift action and spend 1 point from her ki pool to render it immune to all diseases for 1 day. She cannot grant this immunity if the target is already afflicted with a disease.<br>This ability replaces purity of body.	Healer's Handbook pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Disciple%20of%20Wholeness
Disciple of Wholeness	Monk	Greater Hone Body	Su	11	the diamond body ability	At 11th level, a disciple of wholeness is immune to poison while undamaged and can grant immunity to poison (lasting for 1 day). This ability otherwise functions as per hone body.<br>This ability replaces the diamond body ability.	Healer's Handbook pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Disciple%20of%20Wholeness
