feat	req_type	req_value
Kitsune Style	ability	Int 13
Kitsune Style	feat	Combat Expertise
Kitsune Style	feat	Improved Dirty TrickAPG
Kitsune Tricks	ability	Int 13
Kitsune Tricks	feat	Combat Expertise
Kitsune Tricks	feat	Improved Dirty TrickAPG
Kitsune Tricks	feat	Kitsune Style
Kitsune Tricks	bab	base attack bonus +3 or monk level 3rd
Kitsune Vengeance	ability	Int 13
Kitsune Vengeance	feat	Combat Expertise
Kitsune Vengeance	feat	Improved Dirty TrickAPG
Kitsune Vengeance	feat	Kitsune Style
Kitsune Vengeance	feat	Kitsune Tricks
Kitsune Vengeance	bab	base attack bonus +6 or monk level 6th
Knotted Nets	feat	Exotic Weapon Proficiency (net)
Knotted Nets	bab	base attack bonus +1
Know Weakness	feat	Bardic knowledge class feature
Kobold Flood	feat	Combat Expertise
Kobold Flood	feat	Kobold Groundling
Kobold Flood	feat	Kobold Style
Kobold Flood	feat	Small size or smaller
Kobold Groundling	feat	Combat Expertise
Kobold Groundling	feat	Kobold Style
Kobold Groundling	feat	Small size or smaller
Kobold Style	feat	Combat Expertise
Kobold Style	feat	Small size or smaller
Kraken Style	ability	Wis 13
Kraken Style	feat	Improved Grapple
Kraken Style	feat	Improved Unarmed Strike
Kraken Style	bab	base attack bonus +3 or monk level 3rd
Kraken Throttle	ability	Wis 13
Kraken Throttle	feat	Improved Grapple
Kraken Throttle	feat	Improved Unarmed Strike
Kraken Throttle	feat	Kraken Style
Kraken Throttle	bab	base attack bonus +5 or monk level 5th
Kraken Wrack	ability	Wis 13
Kraken Wrack	feat	Improved Grapple
Kraken Wrack	feat	Improved Unarmed Strike
Kraken Wrack	feat	Kraken Style
Kraken Wrack	bab	base attack bonus +7 or monk level 7th
Kudzu Grappler	ability	Dex 13
Kudzu Grappler	feat	Improved Grapple
Kudzu Grappler	feat	Improved Unarmed Strike
Kudzu Grappler	feat	Greater Grapple
Kudzu Grappler	bab	base attack bonus +6
Kudzu Grappler	other	vine leshy
Kudzu Invasion	ability	Dex 13
Kudzu Invasion	feat	Greater Grapple
Kudzu Invasion	feat	Improved Grapple
Kudzu Invasion	feat	Improved Unarmed Strike
Kudzu Invasion	feat	Kudzu Grappler
Kudzu Invasion	bab	base attack bonus +6 or monk level 6th
Kudzu Invasion	other	vine leshy
Kudzu Takeover	ability	Dex 13
Kudzu Takeover	bab	base attack bonus +6 or monk level 6th
Kudzu Takeover	feat	Greater Grapple
Kudzu Takeover	feat	Improved Grapple
Kudzu Takeover	feat	Improved Unarmed Strike
Kudzu Takeover	feat	Kudzu Grappler
Kudzu Takeover	feat	Kudzu Invasion
Kudzu Takeover	other	vine leshy
Kyton Cut	ability	Wis 17
Kyton Cut	feat	Exotic Weapon Proficiency (spiked chain)
Kyton Cut	feat	Kyton Shield
Kyton Cut	feat	Kyton Style
Kyton Cut	bab	base attack bonus +8 or monk level 6th
Kyton Cut	skill	Knowledge (planes) 3 ranks
Kyton Cut	other	ki pool class feature
Kyton Shield	ability	Wis 15
Kyton Shield	feat	Exotic Weapon Proficiency (spiked chain)
Kyton Shield	feat	Kyton Style
Kyton Shield	bab	base attack bonus +5
Kyton Shield	skill	Knowledge (planes) 3 ranks
Kyton Shield	other	ki pool class feature
Kyton Style	ability	Wis 13
Kyton Style	feat	Exotic Weapon Proficiency (spiked chain)
Kyton Style	skill	Knowledge (planes) 3 ranks
Kyton Style	other	ki pool class feature
Lantern Glare	feat	Lantern Light
Lantern Glare	feat	Lantern Style
Lantern Glare	feat	Point-Blank Shot
Lantern Glare	feat	Precise Shot
Lantern Glare	other	good or lawful alignment
Lantern Glare	caster_level	caster level 11th or monk level 11th
Lantern Light	feat	Lantern Style
Lantern Light	feat	Point-Blank Shot
Lantern Light	feat	Precise Shot
Lantern Light	other	good or lawful alignment
Lantern Light	caster_level	caster level 7th or monk level 7th
Lantern Style	feat	Point-Blank Shot
Lantern Style	other	good or lawful alignment
Lantern Style	caster_level	caster level 1st or monk level 1st
Large Target	feat	Proficient with sling
Lashing Tail	feat	Grasping Tail
Lashing Tail	other	you must have a tail
Latching Horror	feat	Attach universal monster ability
Lead by Example	ability	Cha 15
Lead by Example	other	half-orc
Lead from the Back	feat	Goblin
Lead from the Back	skill	Intimidate 1 rank
Leapfrog	skill	Acrobatics 3 ranks
Let Them Come	feat	Dwarf
Let Them Come	feat	Ninth Battalion TPA 25
Lightning Draw	feat	Quick Draw
Lightning Draw	other	swashbuckler initiativeACG deed
Lightning Draw	level	swashbuckler level 7th
Linnorm Hunter Coordination	ability	Cha 13
Linnorm Hunter Coordination	ability	Dex 13
Linnorm Hunter Coordination	feat	Dodge
Linnorm Hunter Coordination	feat	Linnorm Hunter Retreat
Linnorm Hunter Coordination	feat	Linnorm Hunter Style
Linnorm Hunter Coordination	bab	base attack bonus +6
Linnorm Hunter Coordination	other	must have or be an animal companion
Linnorm Hunter Retreat	ability	Cha 13
Linnorm Hunter Retreat	ability	Dex 13
Linnorm Hunter Retreat	feat	Dodge
Linnorm Hunter Retreat	feat	Linnorm Hunter Style
Linnorm Hunter Retreat	bab	base attack bonus +4
Linnorm Hunter Retreat	other	must have or be an animal companion
Linnorm Hunter Style	ability	Cha 13
Linnorm Hunter Style	other	must have or be an animal companion
Linnorm Style	ability	Wis 13
Linnorm Style	feat	Improved Unarmed Strike
Linnorm Style	bab	base attack bonus +3 or monk level 3rd
Linnorm Vengeance	ability	Wis 13
Linnorm Vengeance	feat	Improved Unarmed Strike
Linnorm Vengeance	feat	Linnorm Style
Linnorm Vengeance	bab	base attack bonus +6 or monk level 6th
Linnorm Wrath	ability	Wis 13
Linnorm Wrath	feat	Improved Unarmed Strike
Linnorm Wrath	feat	Linnorm Style
Linnorm Wrath	feat	Linnorm Vengeance
Linnorm Wrath	bab	base attack bonus +9 or monk level 9th
Lob Shot	feat	Far Shot
Lob Shot	feat	Point-Blank Shot
Mad Magic	feat	Bloodrage class feature or perfect clarity rage power
Maddening Obliteration	ability	Wis 19
Maddening Obliteration	ability	Cha 15
Maddening Obliteration	feat	Improved Unarmed Strike
Maddening Obliteration	feat	Maddening Strike
Maddening Obliteration	feat	Maddening Style
Maddening Obliteration	feat	Stunning Fist
Maddening Obliteration	skill	Knowledge (arcana) 10 ranks
Maddening Obliteration	other	ki pool class feature
Maddening Obliteration	other	nongood alignment
Maddening Strike	ability	Wis 17
Maddening Strike	ability	Cha 13
Maddening Strike	feat	Improved Unarmed Strike
Maddening Strike	feat	Maddening Style†
Maddening Strike	feat	Stunning Fist
Maddening Strike	skill	Knowledge (arcana) 8 ranks
Maddening Strike	other	ki pool class feature
Maddening Strike	other	nongood alignment
Maddening Style	ability	Wis 15
Maddening Style	ability	Cha 11
Maddening Style	feat	Improved Unarmed Strike
Maddening Style	feat	Stunning Fist
Maddening Style	skill	Knowledge (arcana) 4 ranks
Maddening Style	other	ki pool class feature
Maddening Style	other	nongood alignment
Magical Heart	feat	Arcane Strike
Magical Heart	feat	Improved Unarmed Strike
Magical Heart	other	wyrwood
Makeshift Maneuvers	feat	Catch Off-Guard or Throw Anything
Makeshift Maneuvers	bab	base attack bonus +1
Manifold Stare	level	Mesmerist level 3rd
Manifold Stare	other	painful stareOA class feature
Martial Dominance	bab	Base attack bonus +5
Martial Dominance	skill	Intimidate 1 rank
Martial Focus	bab	Base attack bonus +5
Massed Charge	feat	Mounted Combat
Massed Charge	skill	Handle Animal 4 ranks
Massed Charge	skill	Ride 9 ranks
Massed Charge	feat	Lastwall affinity
Master Hammer Throw	ability	Int 13
Master Hammer Throw	feat	Combat Expertise
Master Hammer Throw	feat	Hammer Throw
Master Hammer Throw	feat	Improved Hammer Throw
Master Hammer Throw	feat	Improved Trip
Master Hammer Throw	feat	Point-Blank Shot
Master Hammer Throw	feat	Precise Shot
Master Hammer Throw	bab	base attack bonus +6
Master Hammer Throw	other	dwarf
Master Sniper	feat	Expert Sniper
Master Sniper	feat	Rapid Shot
Master Sniper	skill	Stealth 6 ranks
Masterful Flourish	feat	Weapon training class feature
Measure Foe	feat	Street Smarts
Measure Foe	bab	base attack bonus +1
Merciless Beating	ability	Int 13
Merciless Beating	feat	Combat Expertise
Merciless Beating	feat	Gang UpAPG
Merciless Rush	feat	Improved Bull Rush
Merciless Rush	other	worshiper of Rovagug
Mesmerizing Feint	feat	Hypnotic stare class feature
Meteor Swing	feat	Weapon Focus with bludgeoning weapon
Meteor Swing	bab	base attack bonus +6
Mighty Bite	bab	Base attack bonus +6
Mighty Bite	other	bite attack
Mighty Bite	other	rend
Mighty Bite	other	troll
Mind Strike	feat	Ranged legerdemain class feature
Misdirection Attack	ability	Int 13
Misdirection Attack	feat	Combat Expertise
Misdirection Attack	feat	Deceitful
Misdirection Attack	feat	Misdirection Redirection
Misdirection Attack	feat	Misdirection Tactics
Misdirection Attack	skill	Bluff 10 ranks
Misdirection Redirection	ability	Int 13
Misdirection Redirection	feat	Combat Expertise
Misdirection Redirection	feat	Misdirection Tactics
Misdirection Redirection	feat	Deceitful
Misdirection Redirection	skill	Bluff 10 ranks
Misdirection Tactics	ability	Int 13
Misdirection Tactics	feat	Combat Expertise
Misdirection Tactics	feat	Deceitful
Misdirection Tactics	skill	Bluff 4 ranks
Mobile Bulwark Style	ability	Str 13
Mobile Bulwark Style	feat	Shield Focus
Mobile Bulwark Style	feat	Tower Shield Proficiency
Mobile Bulwark Style	bab	base attack bonus +1
Mobile Fortress	ability	Str 15
Mobile Fortress	feat	Mobile Bulwark Style
Mobile Fortress	feat	Shield Focus
Mobile Fortress	feat	Tower Shield Proficiency
Mobile Fortress	bab	base attack bonus +4
Mobile Stronghold	ability	Str 17
Mobile Stronghold	feat	Mobile Bulwark Style
Mobile Stronghold	feat	Mobile Fortress
Mobile Stronghold	feat	Shield Focus
Mobile Stronghold	feat	Tower Shield Proficiency
Mobile Stronghold	bab	base attack bonus +7
Modification Master	feat	Creative Armorsmith
Modification Master	feat	Armor Adept
Modification Master	skill	and Craft (armor) 7 ranks
Modification Master	other	or Creative Weaponsmith
Modification Master	feat	Weapon Adept
Modification Master	skill	and Craft (weapons) 7 ranks
Modification Master	skill	Knowledge (engineering) 7 ranks
Modification Trainer	ability	Cha 13
Modification Trainer	feat	Armor Adept or Weapon Adept
Modification Trainer	level	fighter level 4th
Modified Weapon Proficiency	feat	Proficiency with the selected weapon
Monkey Lunge	feat	Lunge
Monkey Lunge	skill	Acrobatics 1 rank
Motivating Display	ability	Cha 13
Motivating Display	feat	Dazzling Display
Motivating Display	feat	Weapon Focus
Mountain-Splitting Strike	ability	Wis 13
Mountain-Splitting Strike	feat	Improved Unarmed Strike
Mud in Your Eye	feat	Throw Anything
Multiattack	feat	Three or more natural attacks
Multiweapon Fighting	ability	Dex 13
Multiweapon Fighting	other	three or more hands
Murderous Sniper	feat	Death attack class feature
My Blade is Yours	ability	Int 13
My Blade is Yours	feat	Combat Expertise
My Blade is Yours	skill	Sense Motive 3 ranks
Natural Jouster	feat	Centaur (or any tauric creature at the GM’s discretion)
Notorious Vigilante	feat	Dazzling Display
Notorious Vigilante	feat	Weapon Focus
Notorious Vigilante	other	any nongood alignment
Notorious Vigilante	other	great renown social talent
Notorious Vigilante	other	proficiency with chosen weapon
Numbing Blow	ability	Int 13
Numbing Blow	ability	Str 13
Numbing Blow	feat	Combat Expertise
Numbing Blow	feat	Improved Disarm
Numbing Blow	feat	Power Attack
Octopus Focus	ability	Dex 13
Octopus Focus	feat	Dodge
Octopus Focus	feat	Octopus Style
Octopus Focus	skill	Acrobatics 3 ranks
Octopus Focus	skill	Perception 3 ranks
Octopus Style	ability	Dex 13
Octopus Style	feat	Dodge
Octopus Style	feat	Improved Unarmed Strike
Octopus Style	skill	Acrobatics 1 rank
Octopus Style	skill	Perception 1 rank
Octopus Thrash	ability	Dex 13
Octopus Thrash	feat	Dodge
Octopus Thrash	feat	Improved Trip
Octopus Thrash	feat	Octopus Focus
Octopus Thrash	feat	Octopus Style
Octopus Thrash	skill	Acrobatics 7 ranks
Octopus Thrash	skill	Perception 7 ranks
One-Inch Punch	feat	Improved Unarmed Strike
One-Inch Punch	bab	base attack bonus +6
One-Inch Punch	other	brawler’s flurry class feature or flurry of blows class feature
Onslaught	ability	Str 13
Onslaught	feat	Power Attack
Onslaught	bab	base attack bonus +1
Onslaught	other	sneak attack class feature
Open Up	ability	Int 13
Open Up	feat	Combat Expertise
Orc Fury Style	feat	Bullying BlowARG
Orc Fury Style	feat	Intimidating Prowess
Orc Fury Style	skill	Intimidate 3 ranks
Orc Fury Style	other	weapon familiarity racial trait
Orc Rampage	feat	Bullying BlowARG
Orc Rampage	feat	Intimidating Prowess
Orc Rampage	feat	Orc Fury Style
Orc Rampage	skill	Intimidate 5 ranks
Orc Rampage	other	weapon familiarity racial trait
Orc Snarl	feat	Bullying BlowARG
Orc Snarl	feat	Intimidating Prowess
Orc Snarl	feat	Orc Fury Style
Orc Snarl	feat	Orc Rampage
Orc Snarl	skill	Intimidate 7 ranks
Orc Snarl	other	weapon familiarity racial trait
Ostentatious Rager	skill	Intimidate 5 ranks
Ostentatious Rager	other	rage class feature
Osyluth Guile	skill	Bluff 8 ranks
Osyluth Guile	feat	Dodge
Outslug Sprint	ability	Int 13
Outslug Sprint	feat	Combat Expertise or brawler’s cunningACG class feature
Outslug Sprint	feat	Lunge
Outslug Sprint	feat	Outslug Style
Outslug Sprint	feat	Outslug Weave
Outslug Sprint	feat	Weapon Focus with the chosen weapon
Outslug Style	ability	Int 13
Outslug Style	feat	Combat Expertise or brawler’s cunningACG class feature
Outslug Style	feat	Weapon Focus with the chosen weapon
Outslug Weave	ability	Int 13
Outslug Weave	feat	Combat Expertise or brawler’s cunningACG class feature
Outslug Weave	feat	Lunge
Outslug Weave	feat	Outslug Style
Outslug Weave	feat	Weapon Focus with the chosen weapon
Overhead Flip	ability	Str 13
Overhead Flip	feat	Improved Grapple
Overhead Flip	feat	Improved Unarmed Strike
Overhead Flip	feat	Savage Slam
Overhead Flip	bab	base attack bonus +9 or monk level 6th
Overwatch Style	feat	Precise Shot
Overwatch Style	feat	Rapid Shot
Overwatch Style	feat	Weapon Focus with the chosen weapon
Overwatch Tactician	feat	Overwatch Style
Overwatch Tactician	feat	Precise Shot
Overwatch Tactician	feat	Rapid Shot
Overwatch Tactician	feat	Weapon Focus with the chosen weapon
Overwatch Vortex	feat	Overwatch Style
Overwatch Vortex	feat	Overwatch Tactician
Overwatch Vortex	feat	Precise Shot
Overwatch Vortex	feat	Rapid Shot
Overwatch Vortex	feat	Weapon Focus with the chosen weapon
Overwatch Vortex	bab	base attack bonus +11
Owl Dive	ability	Dex 17
Owl Dive	feat	Owl Style
Owl Dive	feat	Owl Swoop
Owl Dive	feat	Skill Focus (Stealth)
Owl Dive	bab	base attack bonus +7 or monk level 5th
Owl Dive	skill	Acrobatics 1 rank
Owl Dive	skill	Fly 1 rank
Owl Dive	skill	Stealth 1 rank
Owl Style	ability	Dex 13
Owl Style	feat	Skill Focus (Stealth)
Owl Style	skill	Stealth 1 rank
Owl Swoop	ability	Dex 15
Owl Swoop	feat	Owl Style
Owl Swoop	feat	Skill Focus (Stealth)
Owl Swoop	skill	Acrobatics 1 rank
Owl Swoop	skill	Stealth 1 rank
Pack Flanking	ability	Int 13
Pack Flanking	feat	Combat Expertise
Pack Flanking	other	ability to acquire an animal companion
Pack Intimidation	feat	Half-orc
Pack Intimidation	other	intimidating racial trait
Painful Blow	feat	Vital Strike
Painful Blow	bab	base attack bonus +6
Painful Blow	skill	Knowledge (arcana) 3 ranks
Painful Collision	ability	Str 13
Painful Collision	feat	Improved Bull Rush
Painful Collision	feat	Power Attack
Patient Strike	ability	Int 13
Penetrating Stare	level	Mesmerist level 7th
Penetrating Stare	other	painful stare class feature
Perfect Awareness	ability	Wis 17
Perfect Awareness	feat	Combat Meditation
Perfect Awareness	feat	Meditation Master
Perfect Awareness	level	character level 9th
Perfect Center	ability	Wis 21
Perfect Center	feat	Combat Meditation
Perfect Center	feat	Meditation Master
Perfect Center	level	character level 17th
Pernicious Stab	feat	Sneak attack +2d6
Perturbing Stare	level	Mesmerist level 5th
Perturbing Stare	other	painful stare class feature
Phalanx Formation	bab	Base attack bonus +1
Phase Strike	skill	Knowledge (planes) 10 ranks
Piercing Grapple	ability	Dex 13
Piercing Grapple	feat	Improved Grapple
Piercing Grapple	feat	Improved Unarmed Strike
Piercing Grapple	feat	Quick Draw
Piercing Grapple	skill	Intimidate 7 ranks
Pile On	ability	Str 13
Pile On	feat	Hurtful
Pile On	feat	Power Attack
Pinpoint Jab	feat	Improved Unarmed Strike
Pinpoint Jab	bab	base attack bonus +6
Pinpoint Jab	other	ki pool or martial flexibility class feature
Piranha Strike	feat	Weapon Finesse
Piranha Strike	bab	base attack bonus +1
Position of Strength	skill	Intimidate 5 ranks
Powerful Wings	ability	Str 13
Powerful Wings	feat	Skill Focus (Fly)
Powerful Wings	bab	base attack bonus +8
Practical Kata	feat	Improved Unarmed Strike
Practical Kata	other	ki pool class feature
Precipice Strike	ability	Dex 15
Precipice Strike	bab	base attack bonus +6
Precipice Strike	other	cragkin half-orc
Press to the Wall	feat	Step Up
Press to the Wall	bab	base attack bonus +3
Primal Strike	ability	Wis 17
Primal Strike	feat	Improved Unarmed Strike
Primal Strike	bab	base attack bonus +8
Protective Line	feat	Exotic Weapon Proficiency (firearms)UC
Psychic Combatant	ability	Int 13
Psychic Combatant	feat	Psychic Sensitivity or the ability to cast psychic spells or use psychic spell-like abilities
Psychic Combatant	level	character level 3rd
Psychovore Master	feat	Improved Unarmed Strike
Psychovore Master	feat	Psychovore Strike
Psychovore Master	feat	Psychovore Style
Psychovore Master	skill	Sense Motives 15 ranks
Psychovore Strike	feat	Improved Unarmed Strike
Psychovore Strike	feat	Psychovore Style
Psychovore Strike	skill	Sense Motive 9 ranks
Psychovore Style	feat	Improved Unarmed Strike
Psychovore Style	skill	Sense Motive 3 ranks
Punch Through	bab	Base attack bonus +6
Punishing Step	ability	Dex 13
Punishing Step	feat	Dodge
Pure Legion Assault	skill	Bluff 1 rank
Pure Legion Assault	skill	Knowledge (religion) 1 rank
