class	option_type	name	subtype	group	source	description	url
Gunslinger	Gunslinger Dare	Out for Blood	Ex		Advanced Class Guide pg. 94	While this dare is active, your critical threat range with firearms (for gunslingers) or light or onehanded piercing melee weapons (for swashbucklers) increases by 1 (20/4 becomes 19–20/4, 19–20/2 becomes 18–20/2, and so on). This effect does not stack with similar effects that modify a weapon’s critical threat range.	https://aonprd.com/GunslingerDares.aspx
Gunslinger	Gunslinger Dare	Run Like Hell	Ex		Advanced Class Guide pg. 94	While this dare is active, your speed increases by 10 feet, and you retain your Dexterity bonus to your AC while running. You regain 1 grit or panache point the first time you are more than 100 feet away from your closest enemy.	https://aonprd.com/GunslingerDares.aspx
Gunslinger	Deed	Deadeye	Ex	1st-level Deeds	Ultimate Combat pg. 10	At 1st level, the gunslinger can resolve an attack against touch AC instead of normal AC when firing beyond her firearm's first range increment. Performing this deed costs 1 grit point per range increment beyond the first. The gunslinger still takes the –2 penalty on attack rolls for each range increment beyond the first when she performs this deed.	https://aonprd.com/GunslingerDeeds.aspx
Gunslinger	Deed	Gunslinger's Dodge	Ex	1st-level Deeds	Ultimate Combat pg. 10	At 1st level, the gunslinger gains an uncanny knack for getting out of the way of ranged attacks. When a ranged attack is made against the gunslinger, she can spend 1 grit point to move 5 feet as an immediate action; doing so grants the gunslinger a +2 bonus to AC against the triggering attack. This movement is not a 5-foot step, and provokes attacks of opportunity. Alternatively, the gunslinger can drop prone to gain a +4 bonus to AC against the triggering attack. The gunslinger can only perform this deed while wearing medium or light armor, and while carrying no more than a light load.	https://aonprd.com/GunslingerDeeds.aspx
Gunslinger	Deed	Quick Clear	Ex	1st-level Deeds	Ultimate Combat pg. 10	At 1st level, as a standard action, the gunslinger can remove the broken condition from a single firearm she is currently wielding, as long as that condition was gained by a firearm misfire. The gunslinger must have at least 1 grit point to perform this deed. Alternatively, if the gunslinger spends 1 grit point to perform this deed, she can perform quick clear as a move-equivalent action instead of a standard action.	https://aonprd.com/GunslingerDeeds.aspx
Gunslinger	Deed	Gunslinger Initiative	Ex	3rd-level Deeds	Ultimate Combat pg. 10	At 3rd level, as long as the gunslinger has at least 1 grit point, she gains the following benefits. First, she gains a +2 bonus on initiative checks. Furthermore, if she has the Quick Draw feat, her hands are free and unrestrained, and the firearm is not hidden, she can draw a single firearm as part of the initiative check.	https://aonprd.com/GunslingerDeeds.aspx
Gunslinger	Deed	Pistol-Whip	Ex	3rd-level Deeds	Ultimate Combat pg. 11	At 3rd level, the gunslinger can make a surprise melee attack with the butt or handle of her firearm as a standard action. When she does, she is considered to be proficient with the firearm as a melee weapon and gains a bonus on the attack and damage rolls equal to the enhancement bonus of the firearm. The damage dealt by the pistol-whip is of the bludgeoning type, and is determined by the size of the firearm. One-handed firearms deal 1d6 points of damage (1d4 if wielded by Small creatures) and two-handed firearms deal 1d10 points of damage (1d8 if wielded by Small creatures). Regardless of the gunslinger's size, the critical multiplier of this attack is 20/×2. If the attack hits, the gunslinger can make a combat maneuver check to knock the target prone as a free action. Performing this deed costs 1 grit point.	https://aonprd.com/GunslingerDeeds.aspx
Gunslinger	Deed	Utility Shot	Ex	3rd-level Deeds	Ultimate Combat pg. 11	At 3rd level, if the gunslinger has at least 1 grit point, she can perform all of the following utility shots. Each utility shot can be applied to any single attack with a firearm, but the gunslinger must declare the utility shot she is using before firing the shot.<br>- Blast Lock: The gunslinger makes an attack roll against a lock within the first range increment of her firearm. A Diminutive lock usually has AC 7, and larger locks have a lower AC. The lock gains a bonus to its AC against this attack based on its quality. A simple lock has a +10 bonus to AC, an average lock has a +15 bonus to AC, a good lock has a +20 bonus to AC, and a superior lock has a +30 bonus to AC. Arcane lock grants a +10 bonus to the AC of a lock against this attack. On a hit, the lock is destroyed, and the object can be opened as if it were unlocked. On a miss, the lock is destroyed, but the object is jammed and still considered locked. It can still be unlocked by successfully performing this deed, by using the Disable Device skill, or with the break DC, though the DC for either break or Disable Device or the AC increases by 10. A key, combination, or similar mechanical method of unlocking the lock no longer works, though knock can still be employed to bypass the lock, and the creator of an arcane lock can still bypass the wards of that spell.<br>- Scoot Unattended Object: The gunslinger makes an attack roll against a Tiny or smaller unattended object within the first range increment of her firearm. A Tiny unattended object has an AC of 5, a Diminutive unattended object has an AC of 7, and a Fine unattended object has an AC of 11. On a hit, the gunslinger does not damage the object with the shot, but can move it up to 15 feet farther away from the shot's origin. On a miss, she damages the object normally.<br>- Stop Bleeding: The gunslinger makes a firearm attack and then presses the hot barrel against herself or an adjacent creature to staunch a bleeding wound. Instead of dealing damage, the shot ends a single bleed condition affecting the creature. The gunslinger does not have to make an attack roll when performing the deed in this way; she can instead shoot the firearm into the air, but that shot still uses up ammunition normally.	https://aonprd.com/GunslingerDeeds.aspx
Gunslinger	Deed	Dead Shot	Ex	7th-level Deeds	Ultimate Combat pg. 11	At 7th level, as a full-round action, the gunslinger can take careful aim and pool all of her attack potential into a single, deadly shot. When she does this, she shoots the firearm at a single target, but makes as many attack rolls as she can, based on her base attack bonus. She makes the attack rolls in order from highest bonus to lowest, as if she were making a full attack. If any of the attack rolls hit the target, the gunslinger's single attack is considered to have hit. For each additional successful attack roll beyond the first, the gunslinger increases the damage of the shot by the base damage dice of the firearm. For instance, if a 7th-level gunslinger firing a musket hits with both attacks, she does 2d12 points of damage with the shot, instead of 1d12 points of damage, before adding any damage modifiers. Precision damage and extra damage from weapon special abilities (such as flaming) are added with damage modifiers and are not increased by this deed. If one or more rolls are critical threats, she confirms the critical once using her highest base attack bonus –5. For each critical threat beyond the first, she reduces this penalty by 1 (to a maximum of 0). The gunslinger only misfires on a dead shot if all the attack rolls are misfires. She cannot perform this deed with a blunderbuss or other scatter weapon when attacking creatures in a cone. The gunslinger must spend 1 grit point to perform this deed.	https://aonprd.com/GunslingerDeeds.aspx
Gunslinger	Deed	Startling Shot	Ex	7th-level Deeds	Ultimate Combat pg. 11	At 7th level, a gunslinger with least 1 grit point can spend a standard action to purposely miss a creature that she could normally hit with a firearm attack. When she does, that creature becomes flat-footed until the start of its next turn.	https://aonprd.com/GunslingerDeeds.aspx
Gunslinger	Deed	Targeting	Ex	7th-level Deeds	Ultimate Combat pg. 11	At 7th level, as a full-round action, the gunslinger can make a single firearm attack and choose part of the body to target. She gains the following effects depending on the part of the body targeted. If a creature does not have one of the listed body locations, that part cannot be targeted. This deed costs 1 grit point to perform no matter which part of the creature she targets. Creatures that are immune to sneak attacks are immune to these effects.<br>- Arms: On a hit, the target takes no damage from the hit but drops one carried item of the gunslinger's choice, even if the item is wielded with two hands. Items held in a locked gauntlet are not dropped on a hit.<br>- Head: On a hit, the target is damaged normally, and is also confused for 1 round. This is a mind-affecting effect.<br>- Legs: On a hit, the target is damaged normally and knocked prone. Creatures that have four or more legs or that are immune to trip attacks are immune to this effect.<br>- Torso: Targeting the torso threatens a critical on a 19–20.<br>- Wings: On a hit, the target is damaged normally, and must make a DC 20 Fly check or fall 20 ft.	https://aonprd.com/GunslingerDeeds.aspx
