veil	veil_list
Frigid Grasp	Huay
Frigid Grasp	Kheshig
Frigid Grasp	Lunar
Frigid Grasp	Stormbound
Frigid Tiara	Guru
Frigid Tiara	Helmsman
Frigid Tiara	Nexus
Frigid Tiara	Vizier
Frostbite Halo	Huay
Frostbite Halo	Nexus
Frostbite Halo	Stormbound
Frostbite Halo	Vizier
Frostbite Halo (Retold)	Huay
Frostbite Halo (Retold)	Nexus
Frostbite Halo (Retold)	Stormbound
Frostbite Halo (Retold)	Vizier
Frostbite Halo (Stormbound: Renewed Focus)	Huay
Frostbite Halo (Stormbound: Renewed Focus)	Nexus
Frostbite Halo (Stormbound: Renewed Focus)	Stormbound
Frostbite Halo (Stormbound: Renewed Focus)	Vizier
Frostweave	Helmsman
Frostweave	Nexus
Frostweave	Stormbound
Frostweave	Vizier
Fungal Panacea	Huay
Fungal Panacea	Nexus
Fungal Panacea	Promethean
Fungal Panacea	Radiant
Fungal Panacea	Stormbound
Fungal Panacea	Volur
Fury of the Earth Queen	Daevic
Fury of the Earth Queen	Helmsman
Fury of the Earth Queen	Nexus
Fury of the Earth Queen	Soulforge
Fury of the Earth Queen	Stormbound
Fury of the Earth Queen (Retold)	Daevic
Fury of the Earth Queen (Retold)	Helmsman
Fury of the Earth Queen (Retold)	Kheshig
Fury of the Earth Queen (Retold)	Nexus
Fury of the Earth Queen (Retold)	Soulforge
Fury of the Earth Queen (Retold)	Stormbound
Fury of the Earth Queen (Retold)	Vizier
Galactic Mentality	Daevic
Galactic Mentality	Eclipse
Galactic Mentality	Guru
Galactic Mentality	Helmsman
Galactic Mentality	Huay
Galactic Mentality	Kheshig
Galactic Mentality	Lunar
Galactic Mentality	Nexus
Galactic Mentality	Promethean
Galactic Mentality	Radiant
Galactic Mentality	Soulforge
Galactic Mentality	Stormbound
Galactic Mentality	Vizier
Galactic Mentality	Volur
Galvanic Bracers	Daevic
Galvanic Bracers	Helmsman
Galvanic Bracers	Nexus
Galvanic Bracers	Stormbound
Galvanic Bracers	Vizier
Garden Warden's Gorget	Daevic
Garden Warden's Gorget	Guru
Garden Warden's Gorget	Huay
Garden Warden's Gorget	Lunar
Garden Warden's Gorget	Nexus
Garden Warden's Gorget	Radiant
Garden Warden's Gorget	Vizier
Garden Warden's Gorget (Retold)	Daevic
Garden Warden's Gorget (Retold)	Guru
Garden Warden's Gorget (Retold)	Lunar
Garden Warden's Gorget (Retold)	Nexus
Garden Warden's Gorget (Retold)	Radiant
Garden Warden's Gorget (Retold)	Vizier
Gargoyle Vambraces	Daevic
Gargoyle Vambraces	Eclipse
Gargoyle Vambraces	Guru
Gargoyle Vambraces	Helmsman
Gargoyle Vambraces	Nexus
Gauntlets of the Elderstorm	Stormbound
Gauntlets of the Void	Daevic
Gauntlets of the Void	Eclipse
Gauntlets of the Void	Helmsman
Gauntlets of the Void	Lunar
Gauntlets of the Void	Nexus
Gauntlets of the Void	Stormbound
Gauntlets of the Void (Enhanced)	Daevic
Gauntlets of the Void (Enhanced)	Eclipse
Gauntlets of the Void (Enhanced)	Helmsman
Gauntlets of the Void (Enhanced)	Lunar
Gauntlets of the Void (Enhanced)	Nexus
Gauntlets of the Void (Enhanced)	Soulforge
Gauntlets of the Void (Enhanced)	Stormbound
Gauntlets of the Void (Retold)	Daevic
Gauntlets of the Void (Retold)	Eclipse
Gauntlets of the Void (Retold)	Helmsman
Gauntlets of the Void (Retold)	Kheshig
Gauntlets of the Void (Retold)	Lunar
Gauntlets of the Void (Retold)	Nexus
Gauntlets of the Void (Retold)	Soulforge
Gauntlets of the Void (Retold)	Stormbound
Gelugon's Talons	Daevic
Gelugon's Talons	Huay
Gelugon's Talons	Kheshig
Gelugon's Talons	Nexus
Gelugon's Talons	Stormbound
Gelugon's Talons	Vizier
General's Beacon	Helmsman
Geomancer's Shawl	Guru
Geomancer's Shawl	Huay
Geomancer's Shawl	Stormbound
Geomancer's Shawl	Vizier
Geomancer's Shawl	Volur
Geomancer's Shawl (Akasha Retold)	Guru
Geomancer's Shawl (Akasha Retold)	Huay
Geomancer's Shawl (Akasha Retold)	Stormbound
Geomancer's Shawl (Akasha Retold)	Vizier
Geomancer's Shawl (Akasha Retold)	Volur
Geri and Freki	Guru
Geri and Freki	Huay
Geri and Freki	Nexus
Geri and Freki	Radiant
Geri and Freki	Vizier
Ghost's Shroud	Eclipse
Ghost's Shroud	Helmsman
Ghost's Shroud	Nexus
Ghost's Shroud	Promethean
Ghost's Shroud	Vizier
Ghost's Shroud	Volur
Gilded Treads	Guru
Gilded Treads	Nexus
Gills of the Deep One	Guru
Gills of the Deep One	Huay
Gills of the Deep One	Nexus
Gills of the Deep One	Promethean
Gills of the Deep One	Vizier
Gills of the Deep One (Akasha Retold)	Guru
Gills of the Deep One (Akasha Retold)	Huay
Gills of the Deep One (Akasha Retold)	Nexus
Gills of the Deep One (Akasha Retold)	Promethean
Gills of the Deep One (Akasha Retold)	Vizier
Gills of the Deep One (Akasha Retold)	Volur
Glabrezu's Gaze	Huay
Glabrezu's Gaze	Nexus
Glabrezu's Gaze	Promethean
Glabrezu's Gaze	Vizier
Glitten of Glistening Glyphs	Guru
Glitten of Glistening Glyphs	Huay
Glitten of Glistening Glyphs	Nexus
Glitten of Glistening Glyphs	Radiant
Glitten of Glistening Glyphs	Vizier
Glitten of Glistening Glyphs	Volur
Glove of the Master Duelist	Daevic
Glove of the Master Duelist	Eclipse
Glove of the Master Duelist	Helmsman
Glove of the Master Duelist	Kheshig
Glove of the Master Duelist	Nexus
Glove of the Master Duelist	Soulforge
Glove of the Master Duelist	Vizier
Gloves of Deflection	Daevic
Gloves of Deflection	Eclipse
Gloves of Deflection	Guru
Gloves of Deflection	Helmsman
Gloves of Deflection	Huay
Gloves of Deflection	Kheshig
Gloves of Deflection	Nexus
Gloves of Deflection	Promethean
Gloves of Deflection	Radiant
Gloves of Deflection	Soulforge
Gloves of Deflection	Stormbound
Gloves of Deflection	Vizier
Gloves of Repulsion	Nexus
Gloves of Repulsion	Promethean
Gloves of Repulsion	Radiant
Gloves of Repulsion	Vizier
Gloves of Repulsion	Volur
Gloves of Repulsion (Retold)	Nexus
Gloves of Repulsion (Retold)	Promethean
Gloves of Repulsion (Retold)	Radiant
Gloves of Repulsion (Retold)	Vizier
Gloves of Repulsion (Retold)	Volur
Gloves of Warding	Guru
Gloves of Warding	Nexus
Gloves of Warding	Promethean
Gloves of Warding	Vizier
Gloves of the Master Thief	Eclipse
Gloves of the Master Thief	Guru
Gloves of the Master Thief	Helmsman
Gloves of the Master Thief (Retold)	Eclipse
Gloves of the Master Thief (Retold)	Guru
Gloves of the Master Thief (Retold)	Helmsman
Gloves of the Trickster	Eclipse
Gloves of the Trickster	Guru
Gloves of the Trickster	Vizier
Goldhoard Vestments	Daevic
Goldhoard Vestments	Guru
Goldhoard Vestments	Huay
Goldhoard Vestments	Nexus
Goldhoard Vestments	Radiant
Goldhoard Vestments	Stormbound
Goldhoard Vestments	Vizier
Goldhoard Vestments	Volur
Goldhoard Vestments (Akasha Retold)	Daevic
Goldhoard Vestments (Akasha Retold)	Eclipse
Goldhoard Vestments (Akasha Retold)	Guru
Goldhoard Vestments (Akasha Retold)	Helmsman
Goldhoard Vestments (Akasha Retold)	Huay
Goldhoard Vestments (Akasha Retold)	Kheshig
Goldhoard Vestments (Akasha Retold)	Nexus
Goldhoard Vestments (Akasha Retold)	Radiant
Goldhoard Vestments (Akasha Retold)	Stormbound
Goldhoard Vestments (Akasha Retold)	Vizier
Goldhoard Vestments (Akasha Retold)	Volur
Gorget of Unfettered Fear	Daevic
Gorget of Unfettered Fear	Eclipse
Gorget of Unfettered Fear	Kheshig
Gorget of Unfettered Fear	Nexus
Gorget of Unfettered Fear	Promethean
Gorget of Unfettered Fear	Vizier
Gorget of Unfettered Fear	Volur
Gorget of the Stormking	Daevic
Gorget of the Stormking	Guru
Gorget of the Stormking	Huay
Gorget of the Stormking	Nexus
Gorget of the Stormking	Stormbound
Gorget of the Stormking	Volur
Gorget of the Wyrm	Daevic
Gorget of the Wyrm	Helmsman
Gorget of the Wyrm	Huay
Gorget of the Wyrm	Kheshig
Gorget of the Wyrm	Stormbound
Gorget of the Wyrm	Vizier
Gorget of the Wyrm (Akasha Retold)	Daevic
Gorget of the Wyrm (Akasha Retold)	Helmsman
Gorget of the Wyrm (Akasha Retold)	Huay
Gorget of the Wyrm (Akasha Retold)	Kheshig
Gorget of the Wyrm (Akasha Retold)	Nexus
Gorget of the Wyrm (Akasha Retold)	Stormbound
Gorget of the Wyrm (Akasha Retold)	Vizier
Gory Armaments (veil)	Daevic
Gory Armaments (veil)	Eclipse
Gory Armaments (veil)	Promethean
Gory Armaments (veil)	Soulforge
Gory Armaments (veil)	Vizier
Gourd of Wisdom	Guru
Gourd of Wisdom	Huay
Gourd of Wisdom	Lunar
Gourd of Wisdom	Promethean
Gourd of Wisdom	Radiant
Gourd of Wisdom	Vizier
Gourd of Wisdom	Volur
Grace of the Goddess	Daevic
Grace of the Goddess	Guru
Grace of the Goddess	Helmsman
Grace of the Goddess	Huay
Grace of the Goddess	Kheshig
Grace of the Goddess	Nexus
Grace of the Goddess	Radiant
Grace of the Goddess	Stormbound
Grace of the Goddess	Volur
Gracedrinker	Daevic
Gracedrinker	Guru
Gracedrinker	Nexus
Gracedrinker	Radiant
Gracedrinker	Soulforge
Gracedrinker	Vizier
Gracedrinker	Volur
Grafter's Rotting Gloves	Eclipse
Grafter's Rotting Gloves	Nexus
Grafter's Rotting Gloves	Promethean
Grafter's Rotting Gloves	Vizier
Grannie's Bonnet	Eclipse
Grannie's Bonnet	Promethean
Grannie's Bonnet	Vizier
Grannie's Bonnet	Volur
Grasp of Undeath	Daevic
Grasp of Undeath	Eclipse
Grasp of Undeath	Helmsman
Grasp of Undeath	Nexus
Grasp of Undeath	Promethean
Grasp of Undeath	Vizier
Grasp of Undeath	Volur
Grasp of the Dead	Daevic
Grasp of the Dead	Eclipse
Grasp of the Dead	Promethean
Grasp of the Dead	Vizier
Grasping Black	Daevic
Grasping Black	Eclipse
Grasping Black	Helmsman
Grasping Black	Huay
Grasping Black	Nexus
Grasping Black	Promethean
Grasping Black	Stormbound
Grasping Black	Vizier
Grasping Black (Retold)	Daevic
Grasping Black (Retold)	Eclipse
Grasping Black (Retold)	Helmsman
Grasping Black (Retold)	Nexus
Grasping Black (Retold)	Promethean
Grasping Black (Retold)	Stormbound
Grasping Black (Retold)	Vizier
Grasping Chains	Guru
Grasping Chains	Helmsman
Grasping Chains	Huay
Grasping Chains	Kheshig
Grasping Chains	Promethean
Grasping Chains	Vizier
Grasping Chains	Volur
Graven Wrappings	Daevic
Graven Wrappings	Eclipse
Graven Wrappings	Kheshig
Graven Wrappings	Promethean
Graven Wrappings	Vizier
Graven Wrappings	Volur
Gravity Crushing Gauntlets	Daevic
Gravity Crushing Gauntlets	Eclipse
Gravity Crushing Gauntlets	Helmsman
Gravity Crushing Gauntlets	Nexus
Gravity Crushing Gauntlets	Promethean
Gravity Crushing Gauntlets	Soulforge
Gravity Crushing Gauntlets	Vizier
Gravsling	Daevic
Gravsling	Eclipse
Gravsling	Guru
Gravsling	Helmsman
Gravsling	Huay
Gravsling	Kheshig
Gravsling	Lunar
Gravsling	Nexus
Gravsling	Promethean
Gravsling	Radiant
Gravsling	Soulforge
Gravsling	Stormbound
Gravsling	Vizier
Gravsling	Volur
Greaves of Skirmishing	Daevic
Greaves of Skirmishing	Eclipse
Greaves of Skirmishing	Guru
Greaves of Skirmishing	Helmsman
Greaves of Skirmishing	Huay
Greaves of Skirmishing	Kheshig
Greaves of Skirmishing	Promethean
Greaves of Skirmishing	Stormbound
Greaves of Skirmishing	Vizier
Greaves of Skirmishing (Akasha Retold)	Daevic
Greaves of Skirmishing (Akasha Retold)	Eclipse
Greaves of Skirmishing (Akasha Retold)	Guru
Greaves of Skirmishing (Akasha Retold)	Helmsman
Greaves of Skirmishing (Akasha Retold)	Huay
Greaves of Skirmishing (Akasha Retold)	Kheshig
Greaves of Skirmishing (Akasha Retold)	Promethean
Greaves of Skirmishing (Akasha Retold)	Stormbound
Greaves of Skirmishing (Akasha Retold)	Vizier
Greaves of the Spectral Knight	Daevic
Greaves of the Spectral Knight	Eclipse
Greaves of the Spectral Knight	Guru
Greaves of the Spectral Knight	Kheshig
Greaves of the Spectral Knight	Nexus
Greaves of the Spectral Knight	Promethean
Greaves of the Spectral Knight	Vizier
Greaves of the Spectral Knight	Volur
Greaves of the Unified Assault	Daevic
Greaves of the Unified Assault	Guru
Greaves of the Unified Assault	Helmsman
Greaves of the Unified Assault	Kheshig
Greaves of the Unified Assault	Stormbound
Greaves of the Unified Assault	Vizier
Gris-Gris	Helmsman
Gris-Gris	Huay
Gris-Gris	Kheshig
Gris-Gris	Lunar
Gris-Gris	Radiant
Gris-Gris	Soulforge
Gris-Gris	Vizier
Gris-Gris	Volur
Guanyin's Golden Burden	Guru
Guanyin's Golden Burden	Vizier
Guanyin's Golden Burden	Volur
Guardian Sash	Guru
Guardian Sash	Helmsman
Guardian Sash	Lunar
Guardian Sash	Radiant
Guardian Sash (Retold)	Guru
Guardian Sash (Retold)	Helmsman
Guardian Sash (Retold)	Lunar
Guardian Sash (Retold)	Radiant
Guardian's Shell	Daevic
Guardian's Shell	Guru
Guardian's Shell	Nexus
Guardian's Shell	Soulforge
Guardian's Shell	Stormbound
Guardian’s Shelter	Daevic
Guardian’s Shelter	Soulforge
Gungnir	Daevic
Gungnir	Helmsman
Gungnir	Huay
Gungnir	Nexus
Gungnir	Stormbound
Gungnir (Enhanced)	Daevic
Gungnir (Enhanced)	Huay
Gungnir (Enhanced)	Nexus
Gungnir (Enhanced)	Soulforge
Gungnir (Enhanced)	Stormbound
Gunman's Spectral Duster	Daevic
Gunman's Spectral Duster	Eclipse
Gunman's Spectral Duster	Guru
Gunman's Spectral Duster	Helmsman
Gunman's Spectral Duster	Huay
Gunman's Spectral Duster	Kheshig
Gunman's Spectral Duster	Lunar
Gunman's Spectral Duster	Nexus
Gunman's Spectral Duster	Promethean
Gunman's Spectral Duster	Radiant
Gunman's Spectral Duster	Rajah
Gunman's Spectral Duster	Soulforge
Gunman's Spectral Duster	Stormbound
Gunman's Spectral Duster	Vizier
Gunman's Spectral Duster	Volur
Hag's Shawl	Huay
Hag's Shawl	Promethean
Hag's Shawl	Stormbound
Hag's Shawl	Vizier
Hag's Shawl	Volur
Hag's Shawl (Akasha Retold)	Huay
Hag's Shawl (Akasha Retold)	Nexus
Hag's Shawl (Akasha Retold)	Promethean
Hag's Shawl (Akasha Retold)	Stormbound
Hag's Shawl (Akasha Retold)	Vizier
Hag's Shawl (Akasha Retold)	Volur
Halberd of the Soaring Dragoon	Daevic
Halberd of the Soaring Dragoon	Guru
Halberd of the Soaring Dragoon	Helmsman
Halberd of the Soaring Dragoon	Nexus
Halberd of the Soaring Dragoon	Soulforge
Halberd of the Soaring Dragoon	Stormbound
Halo of Holy Light	Guru
Halo of Holy Light	Helmsman
Halo of Holy Light	Lunar
Halo of Holy Light	Nexus
Halo of Holy Light	Radiant
Halo of Holy Light	Vizier
Halo of Holy Light (Akasha Retold)	Guru
Halo of Holy Light (Akasha Retold)	Helmsman
Halo of Holy Light (Akasha Retold)	Lunar
Halo of Holy Light (Akasha Retold)	Nexus
Halo of Holy Light (Akasha Retold)	Radiant
Halo of Holy Light (Akasha Retold)	Vizier
Halo of Polaris	Daevic
Halo of Polaris	Eclipse
Halo of Polaris	Guru
Halo of Polaris	Helmsman
Halo of Polaris	Nexus
Halo of Polaris	Soulforge
Halo of Polaris	Stormbound
Halo of Rejuvenation	Guru
Halo of Rejuvenation	Nexus
Halo of Rejuvenation	Radiant
Halo of Rejuvenation	Vizier
Halo of Rejuvenation	Volur
Halo of Rejuvenation (Akasha Retold)	Guru
Halo of Rejuvenation (Akasha Retold)	Nexus
Halo of Rejuvenation (Akasha Retold)	Radiant
Halo of Rejuvenation (Akasha Retold)	Vizier
Halo of Rejuvenation (Akasha Retold)	Volur
Hand Cannons	Daevic
Hand Cannons	Helmsman
Hand Cannons	Vizier
Hand Cannons (Enhanced)	Daevic
Hand Cannons (Enhanced)	Helmsman
Hand Cannons (Enhanced)	Kheshig
Hand Cannons (Enhanced)	Soulforge
Hand Cannons (Enhanced)	Vizier
Hand Cannons (Retold)	Daevic
Hand Cannons (Retold)	Eclipse
Hand Cannons (Retold)	Helmsman
Hand Cannons (Retold)	Nexus
Hand Cannons (Retold)	Soulforge
Hand Cannons (Retold)	Vizier
Hand Cannons (Spheres of Akasha)	Daevic
Hand Cannons (Spheres of Akasha)	Helmsman
Hand Cannons (Spheres of Akasha)	Vizier
Hand-Wraps	Daevic
Hand-Wraps	Eclipse
Hand-Wraps	Guru
Hands of the Alterator	Daevic
Hands of the Alterator	Eclipse
Hands of the Alterator	Guru
Hands of the Alterator	Helmsman
Hands of the Alterator	Huay
Hands of the Alterator	Kheshig
Hands of the Alterator	Nexus
Hands of the Alterator	Promethean
Hands of the Alterator	Radiant
Hands of the Alterator	Stormbound
Hands of the Alterator	Vizier
Hands of the Bard	Eclipse
Hands of the Bard	Guru
Hands of the Bard	Radiant
Hands of the Bard	Vizier
Hands of the Bard (Retold)	Eclipse
Hands of the Bard (Retold)	Guru
Hands of the Bard (Retold)	Nexus
Hands of the Bard (Retold)	Radiant
Hands of the Bard (Retold)	Vizier
Hands of the Crafter	Daevic
Hands of the Crafter	Eclipse
Hands of the Crafter	Guru
Hands of the Crafter	Helmsman
Hands of the Crafter	Huay
Hands of the Crafter	Kheshig
Hands of the Crafter	Lunar
Hands of the Crafter	Nexus
Hands of the Crafter	Promethean
Hands of the Crafter	Radiant
Hands of the Crafter	Stormbound
Hands of the Crafter	Vizier
Hands of the Crafter	Volur
Hannya Mask of the Oni	Daevic
Hannya Mask of the Oni	Eclipse
Hannya Mask of the Oni	Guru
Hannya Mask of the Oni	Helmsman
Hannya Mask of the Oni	Kheshig
Hannya Mask of the Oni	Nexus
Hannya Mask of the Oni	Soulforge
Hard Hat	Daevic
Hard Hat	Eclipse
Hard Hat	Guru
Hard Hat	Helmsman
Hard Hat	Huay
Hard Hat	Kheshig
Hard Hat	Lunar
Hard Hat	Nexus
Hard Hat	Promethean
Hard Hat	Radiant
Hard Hat	Rajah
Hard Hat	Soulforge
Hard Hat	Stormbound
Hard Hat	Vizier
Hard Hat	Volur
Hardlight Axe	Daevic
Hardlight Axe	Guru
Hardlight Axe	Helmsman
Hardlight Axe	Kheshig
Hardlight Axe	Lunar
Hardlight Axe	Radiant
Hardlight Bulwark	Daevic
Hardlight Bulwark	Nexus
Hardlight Bulwark	Soulforge
Hardlight Bulwark	Stormbound
Hardlight Reinforcements	Daevic
Hardlight Reinforcements	Guru
Hardlight Reinforcements	Helmsman
Hardlight Reinforcements	Stormbound
Hardlight Reinforcements (Akasha Retold)	Daevic
Hardlight Reinforcements (Akasha Retold)	Eclipse
Hardlight Reinforcements (Akasha Retold)	Guru
Hardlight Reinforcements (Akasha Retold)	Helmsman
Hardlight Reinforcements (Akasha Retold)	Kheshig
Hardlight Reinforcements (Akasha Retold)	Nexus
Hardlight Reinforcements (Akasha Retold)	Stormbound
Hardlight Reinforcements (Akasha Retold)	Vizier
Harvest's Tithe	Daevic
Harvest's Tithe	Eclipse
Harvest's Tithe	Guru
Harvest's Tithe	Huay
Harvest's Tithe	Nexus
Harvest's Tithe	Promethean
Harvest's Tithe	Radiant
Harvest's Tithe	Soulforge
Harvest's Tithe	Vizier
Harvest's Tithe	Volur
Haunting Shadow	Eclipse
Haunting Shadow	Nexus
Haunting Shadow	Promethean
Haunting Shadow	Vizier
Haunting Shadow	Volur
Headless Rider's Collar	Guru
Headless Rider's Collar	Helmsman
Headless Rider's Collar	Nexus
Headless Rider's Collar	Promethean
Headless Rider's Collar	Vizier
Headless Rider's Collar	Volur
Heart Link Cuirass	Huay
Heart Link Cuirass	Kheshig
Heart Link Cuirass	Lunar
Heart Link Cuirass	Radiant
Heart Link Cuirass	Volur
Heart of Yggdrasil	Huay
Heart of Yggdrasil	Lunar
Heart of Yggdrasil	Nexus
Heart of Yggdrasil	Radiant
Heart of Yggdrasil	Stormbound
Heart of Yggdrasil	Vizier
Heart of Yggdrasil	Volur
Heart of the Efreet	Guru
Heart of the Efreet	Helmsman
Heart of the Efreet	Kheshig
Heart of the Efreet	Nexus
Heart of the Efreet	Stormbound
Heart of the Efreet	Vizier
Heart of the Efreet	Volur
Heart of the Wight	Huay
Heart of the Wight	Nexus
Heart of the Wight	Promethean
Heart of the Wight	Vizier
Heart of the Wight (Akasha Retold)	Daevic
Heart of the Wight (Akasha Retold)	Huay
Heart of the Wight (Akasha Retold)	Nexus
Heart of the Wight (Akasha Retold)	Promethean
Heart of the Wight (Akasha Retold)	Vizier
Hearth's Ember	Guru
Hearth's Ember	Huay
Hearth's Ember	Nexus
Hearth's Ember	Radiant
Hearth's Ember	Vizier
Heartsblood Caress	Daevic
Heaven's Blessing	Guru
Heaven's Blessing	Helmsman
Heaven's Blessing	Lunar
Heaven's Blessing	Nexus
Heaven's Blessing	Radiant
Heaven's Blessing (Retold)	Guru
Heaven's Blessing (Retold)	Helmsman
Heaven's Blessing (Retold)	Lunar
Heaven's Blessing (Retold)	Nexus
Heaven's Blessing (Retold)	Radiant
Heavenly Sharanga	Daevic
Heavenly Sharanga	Guru
Heavenly Sharanga	Kheshig
Heavenly Sharanga	Soulforge
Herbalist's Shawl	Guru
Herbalist's Shawl	Huay
Herbalist's Shawl	Lunar
Herbalist's Shawl	Promethean
Herbalist's Shawl	Vizier
Herbalist's Shawl	Volur
Herbalist's Sling	Kheshig
Herbalist's Sling	Nexus
Herbalist's Sling	Soulforge
Herbalist's Sling	Stormbound
Herbalist's Sling	Vizier
Herbalist's Sling (Retold)	Guru
Herbalist's Sling (Retold)	Huay
Herbalist's Sling (Retold)	Kheshig
Herbalist's Sling (Retold)	Nexus
Herbalist's Sling (Retold)	Soulforge
Herbalist's Sling (Retold)	Stormbound
Herbalist's Sling (Retold)	Vizier
Hivebuilder's Cloak	Huay
Hivebuilder's Cloak	Promethean
Hivebuilder's Cloak	Stormbound
Hivebuilder's Cloak	Vizier
Hivebuilder's Cloak	Volur
Hollow Veil	Daevic
Hollow Veil	Eclipse
Hollow Veil	Guru
Hollow Veil	Helmsman
Hollow Veil	Huay
Hollow Veil	Kheshig
Hollow Veil	Lunar
Hollow Veil	Nexus
Hollow Veil	Promethean
Hollow Veil	Radiant
Hollow Veil	Rajah
Hollow Veil	Soulforge
Hollow Veil	Stormbound
Hollow Veil	Vizier
Hollow Veil	Volur
Holly Crown	Huay
Holly Crown	Lunar
Holly Crown	Radiant
Holly Crown	Vizier
Honeycomb Necklace	Daevic
Honeycomb Necklace	Eclipse
Honeycomb Necklace	Guru
Honeycomb Necklace	Huay
Honeycomb Necklace	Kheshig
Honeycomb Necklace	Lunar
Honeycomb Necklace	Nexus
Honeycomb Necklace	Promethean
Honeycomb Necklace	Radiant
Honeycomb Necklace	Stormbound
Honeycomb Necklace	Vizier
Honeycomb Necklace	Volur
Hope	Daevic
Hope	Eclipse
Hope	Guru
Hope	Helmsman
Hope	Huay
Hope	Kheshig
Hope	Lunar
Hope	Nexus
Hope	Promethean
Hope	Radiant
Hope	Rajah
Hope	Soulforge
Hope	Stormbound
Hope	Vizier
Hope	Volur
Horn of Blessed Mead	Daevic
Horn of Blessed Mead	Eclipse
Horn of Blessed Mead	Guru
Horn of Blessed Mead	Huay
Horn of Blessed Mead	Kheshig
Horn of Blessed Mead	Lunar
Horn of Blessed Mead	Nexus
Horn of Blessed Mead	Promethean
Horn of Blessed Mead	Radiant
Horn of Blessed Mead	Stormbound
Horn of Blessed Mead	Vizier
Horn of Blessed Mead	Volur
Horns of the Minotaur	Daevic
Horns of the Minotaur	Huay
Horns of the Minotaur	Stormbound
Horns of the Minotaur	Vizier
Horns of the Minotaur (Akasha Retold)	Daevic
Horns of the Minotaur (Akasha Retold)	Huay
Horns of the Minotaur (Akasha Retold)	Stormbound
Horns of the Minotaur (Akasha Retold)	Vizier
Horselord's Greaves	Daevic
Horselord's Greaves	Huay
Horselord's Greaves	Lunar
Horselord's Greaves	Stormbound
Horselord's Greaves	Vizier
Horselord's Greaves (Retold)	Daevic
Horselord's Greaves (Retold)	Huay
Horselord's Greaves (Retold)	Lunar
Horselord's Greaves (Retold)	Nexus
Horselord's Greaves (Retold)	Radiant
Horselord's Greaves (Retold)	Stormbound
Horselord's Greaves (Retold)	Vizier
Hound of War	Huay
Hound of War	Stormbound
